Model,Brand,Category,SubCategory,Active-Inactive,Remark,Update by,Update date
HRF-THM20NS,Haier,RF,2Dr,Active,,admin,01/08/2026
HRF-TMB34I,Haier,RF,2Dr,Active,,admin,01/08/2026
HR-DMBX15 CS,Haier,RF,1Dr,Active,,admin,01/08/2026
HR-DMBX18,Haier,RF,1Dr,Active,,admin,01/08/2026
HRF-BM325MI,Haier,RF,BM,Active,,admin,01/08/2026
H50K7UG,Haier,TV,QLED,Active,,admin,01/08/2026
H65S6UG PRO,Haier,TV,QLED,Active,,admin,01/08/2026
H98S900UX,Haier,TV,QLED,Active,,admin,01/08/2026
H58K6UG,Haier,TV,UHD,Active,,admin,01/08/2026
LE58K6500UA,Haier,TV,UHD,Active,,admin,01/08/2026
H32K66G,Haier,TV,FHD,Active,,admin,01/08/2026
H32K66G PLUS,Haier,TV,FHD,Active,,admin,01/08/2026
LE32K6500A,Haier,TV,FHD,Active,,admin,01/08/2026
H40K66G,Haier,TV,FHD,Active,,admin,01/08/2026
LE40K6000,Haier,TV,FHD,Active,,admin,01/08/2026
LE42K8000,Haier,TV,FHD,Active,,admin,01/08/2026
LE42K8000A,Haier,TV,FHD,Active,,admin,01/08/2026
H43D6FG,Haier,TV,FHD,Active,,admin,01/08/2026
LE43B9600T,Haier,TV,FHD,Active,,admin,01/08/2026
EI45E(DG),Haier,WH,Digital,Active,,admin,01/08/2026
CE-09VPCT,Haier,AC,Inverter,Active,,admin,01/08/2026
HSU-09VNS03T,Haier,AC,Inverter,Active,,admin,01/08/2026
HSU-09VQEC03T,Haier,AC,Inverter,Active,,admin,01/08/2026
HSU-09VQEC05,Haier,AC,Inverter,Active,,admin,01/08/2026
HSU-09VQRA03T,Haier,AC,Inverter,Active,,admin,01/08/2026
HSU-09VQRC03T,Haier,AC,Inverter,Active,,admin,01/08/2026
HSU-09VRRA05,Haier,AC,Inverter,Active,,admin,01/08/2026
HSU-09VRWA05,Haier,AC,Inverter,Active,,admin,01/08/2026
HSU-09VRWA05SBF,Haier,AC,Inverter,Active,,admin,01/08/2026
HSU-09VTRA03T,Haier,AC,Inverter,Active,,admin,01/08/2026
HSU-10VFA03T,Haier,AC,Inverter,Active,,admin,01/08/2026
HSU-10VIP03T,Haier,AC,Inverter,Active,,admin,01/08/2026
HSU-10VNR03T,Haier,AC,Inverter,Active,,admin,01/08/2026
HSU-10VRRA03T,Haier,AC,Inverter,Active,,admin,01/08/2026
HSU-10VRWA03T,Haier,AC,Inverter,Active,,admin,01/08/2026
CE-12VPCT,Haier,AC,Inverter,Active,,admin,01/08/2026
HSU-12VNS03T,Haier,AC,Inverter,Active,,admin,01/08/2026
HSU-12VQEA03T,Haier,AC,Inverter,Active,,admin,01/08/2026
HSU-12VQEC03T,Haier,AC,Inverter,Active,,admin,01/08/2026
HSU-12VQEC05,Haier,AC,Inverter,Active,,admin,01/08/2026
HSU-12VQMC03,Haier,AC,Inverter,Active,,admin,01/08/2026
HSU-12VQRA03T,Haier,AC,Inverter,Active,,admin,01/08/2026
HSU-12VQRC03T,Haier,AC,Inverter,Active,,admin,01/08/2026
HSU-12VQRC05,Haier,AC,Inverter,Active,,admin,01/08/2026
HSU-12VRRA05,Haier,AC,Inverter,Active,,admin,01/08/2026
HSU-12VRRA05BF,Haier,AC,Inverter,Active,,admin,01/08/2026
HSU-12VRWA05BF,Haier,AC,Inverter,Active,,admin,01/08/2026
HSU-12VTBA03T,Haier,AC,Inverter,Active,,admin,01/08/2026
HSU-12VTRA03T,Haier,AC,Inverter,Active,,admin,01/08/2026
HSU-12VTRZ03T,Haier,AC,Inverter,Active,,admin,01/08/2026
HSU-13VFRA03T,Haier,AC,Inverter,Active,,admin,01/08/2026
HSU-13VIP03T,Haier,AC,Inverter,Active,,admin,01/08/2026
HSU-13VRRA03T,Haier,AC,Inverter,Active,,admin,01/08/2026
HSU-13VRSA05B,Haier,AC,Inverter,Active,,admin,01/08/2026
HSU-13VRSA05BBF,Haier,AC,Inverter,Active,,admin,01/08/2026
HSU-13VRSA05P,Haier,AC,Inverter,Active,,admin,01/08/2026
HSU-13VRSA05PBF,Haier,AC,Inverter,Active,,admin,01/08/2026
HSU-13VRSA05SBF,Haier,AC,Inverter,Active,,admin,01/08/2026
HSU-13VRSA05W,Haier,AC,Inverter,Active,,admin,01/08/2026
HSU-13VRSA05WBF,Haier,AC,Inverter,Active,,admin,01/08/2026
HSU-13VRWA03T,Haier,AC,Inverter,Active,,admin,01/08/2026
HSU-13VSWA03T,Haier,AC,Inverter,Active,,admin,01/08/2026
HSU-13VSWA03TBF,Haier,AC,Inverter,Active,,admin,01/08/2026
HSU-15VQRA03T,Haier,AC,Inverter,Active,,admin,01/08/2026
HSU-15VQRC03T,Haier,AC,Inverter,Active,,admin,01/08/2026
HSU-15VQRC05,Haier,AC,Inverter,Active,,admin,01/08/2026
HSU-18VNR03T(N),Haier,AC,Inverter,Active,,admin,01/08/2026
HSU-18VNS03T,Haier,AC,Inverter,Active,,admin,01/08/2026
HSU-18VQEC03T,Haier,AC,Inverter,Active,,admin,01/08/2026
HSU-18VQMC03,Haier,AC,Inverter,Active,,admin,01/08/2026
HSU-18VQRA03T,Haier,AC,Inverter,Active,,admin,01/08/2026
HSU-18VQRC03T,Haier,AC,Inverter,Active,,admin,01/08/2026
HSU-18VRRA03T,Haier,AC,Inverter,Active,,admin,01/08/2026
HSU-18VRSA05B,Haier,AC,Inverter,Active,,admin,01/08/2026
HSU-18VRSA05BBF,Haier,AC,Inverter,Active,,admin,01/08/2026
HSU-18VRSA05P,Haier,AC,Inverter,Active,,admin,01/08/2026
HSU-18VRSA05PBF,Haier,AC,Inverter,Active,,admin,01/08/2026
HSU-18VRSA05SBF,Haier,AC,Inverter,Active,,admin,01/08/2026
HSU-18VRSA05W,Haier,AC,Inverter,Active,,admin,01/08/2026
HSU-18VRWA03T,Haier,AC,Inverter,Active,,admin,01/08/2026
HSU-18VRWA05,Haier,AC,Inverter,Active,,admin,01/08/2026
HSU-18VRWA05BF,Haier,AC,Inverter,Active,,admin,01/08/2026
HSU-18VSWA03T,Haier,AC,Inverter,Active,,admin,01/08/2026
HSU-18VSWA03TBF,Haier,AC,Inverter,Active,,admin,01/08/2026
HSU-18VTRA03T,Haier,AC,Inverter,Active,,admin,01/08/2026
HSU-24VQRC03T,Haier,AC,Inverter,Active,,admin,01/08/2026
HSU-24VRRA03T,Haier,AC,Inverter,Active,,admin,01/08/2026
HSU-24VRRA05BF,Haier,AC,Inverter,Active,,admin,01/08/2026
HSU-24VRWA03T,Haier,AC,Inverter,Active,,admin,01/08/2026
HSU-24VRWA05BF,Haier,AC,Inverter,Active,,admin,01/08/2026
HSU-24VTRA03T,Haier,AC,Inverter,Active,,admin,01/08/2026
HSU-30VQAC03T,Haier,AC,Inverter,Active,,admin,01/08/2026
HSU-10CQAA03T,Haier,AC,Fix Speed,Active,,admin,01/08/2026
HSU-10CQRD03T,Haier,AC,Fix Speed,Active,,admin,01/08/2026
HSU-10CTC03T,Haier,AC,Fix Speed,Active,,admin,01/08/2026
HSU-12CQRB03T,Haier,AC,Fix Speed,Active,,admin,01/08/2026
HSU-12CTB03T,Haier,AC,Fix Speed,Active,,admin,01/08/2026
HSU-13CQAA03T,Haier,AC,Fix Speed,Active,,admin,01/08/2026
HSU-13CQRD03T,Haier,AC,Fix Speed,Active,,admin,01/08/2026
HSU-13CTC03T(H),Haier,AC,Fix Speed,Active,,admin,01/08/2026
HSU-13CTR03T,Haier,AC,Fix Speed,Active,,admin,01/08/2026
HSU-18CQRA03T,Haier,AC,Fix Speed,Active,,admin,01/08/2026
HSU-18CQRB03T,Haier,AC,Fix Speed,Active,,admin,01/08/2026
HSU-18CQRD03T(PIPE_IN),Haier,AC,Fix Speed,Active,,admin,01/08/2026
HSU-18CTB03T,Haier,AC,Fix Speed,Active,,admin,01/08/2026
HSU-24CQAA03T,Haier,AC,Fix Speed,Active,,admin,01/08/2026
HSU-24CQRA03T,Haier,AC,Fix Speed,Active,,admin,01/08/2026
HSU-24CTB03T,Haier,AC,Fix Speed,Active,,admin,01/08/2026
HSU-24CTC03T(H),Haier,AC,Fix Speed,Active,,admin,01/08/2026
HPU-24FSE03T,Haier,AC,Floor Standing,Active,,admin,01/08/2026
LC-90,Haier,FZ,Wine,Active,,admin,01/08/2026
JC-116,Haier,FZ,Wine,Active,,admin,01/08/2026
TCFW-190U,Haier,FZ,Wine,Active,,admin,01/08/2026
JC-198,Haier,FZ,Wine,Active,,admin,01/08/2026
JC-360,Haier,FZ,Wine,Active,,admin,01/08/2026
JC-366DZ,Haier,FZ,Wine,Active,,admin,01/08/2026
SC-240BC-V3,Haier,FZ,Beverage,Active,,admin,01/08/2026
SC-310BC,Haier,FZ,Beverage,Active,,admin,01/08/2026
SC-340BC-V4,Haier,FZ,Beverage,Active,,admin,01/08/2026
SC-340BPC,Haier,FZ,Beverage,Active,,admin,01/08/2026
SC-340M,Haier,FZ,Beverage,Active,,admin,01/08/2026
SC-412BC-V2,Haier,FZ,Beverage,Active,,admin,01/08/2026
SC-412BPC,Haier,FZ,Beverage,Active,,admin,01/08/2026
SC-763BC3,Haier,FZ,Beverage,Active,,admin,01/08/2026
SC-768BPCS3,Haier,FZ,Beverage,Active,,admin,01/08/2026
SC-652BPC,Haier,FZ,Beverage,Active,,admin,01/08/2026
SC-781WSC,Haier,FZ,Beverage,Active,,admin,01/08/2026
SC-1700PCS2-V5,Haier,FZ,Beverage,Active,,admin,01/08/2026
SC-1065VC3,Haier,FZ,Beverage,Active,,admin,01/08/2026
SC-2100PCS3-V4,Haier,FZ,Beverage,Active,,admin,01/08/2026
SC-1080VC3,Haier,FZ,Beverage,Active,,admin,01/08/2026
SC-2600PCS3-V3,Haier,FZ,Beverage,Active,,admin,01/08/2026
BD-91,Haier,FZ,Chest,Active,,admin,01/08/2026
HCF-108C2,Haier,FZ,Chest,Active,,admin,01/08/2026
HCF-108P2,Haier,FZ,Chest,Active,,admin,01/08/2026
HCF-100HM,Haier,FZ,Chest,Active,,admin,01/08/2026
HCF-208C2,Haier,FZ,Chest,Active,,admin,01/08/2026
HCF-208P2,Haier,FZ,Chest,Active,,admin,01/08/2026
HCF-LF208,Haier,FZ,Chest,Active,,admin,01/08/2026
HCF-SB208,Haier,FZ,Chest,Active,,admin,01/08/2026
HCF-145HM,Haier,FZ,Chest,Active,,admin,01/08/2026
HCF-145HM2,Haier,FZ,Chest,Active,,admin,01/08/2026
HCF-228C2,Haier,FZ,Chest,Active,,admin,01/08/2026
HCF-228P2,Haier,FZ,Chest,Active,,admin,01/08/2026
HCF-LF228,Haier,FZ,Chest,Active,,admin,01/08/2026
HCF-SB228,Haier,FZ,Chest,Active,,admin,01/08/2026
HCF-200GLF,Haier,FZ,Chest,Active,,admin,01/08/2026
HCF-200HM,Haier,FZ,Chest,Active,,admin,01/08/2026
SD-217P,Haier,FZ,Chest,Active,,admin,01/08/2026
HCF-300DP,Haier,FZ,Chest,Active,,admin,01/08/2026
HCF-350DP,Haier,FZ,Chest,Active,,admin,01/08/2026
HCF-428DP,Haier,FZ,Chest,Active,,admin,01/08/2026
HCF-478DPV2,Haier,FZ,Chest,Active,,admin,01/08/2026
HCF-478DP,Haier,FZ,Chest,Active,,admin,01/08/2026
HCF-478M,Haier,FZ,Chest,Active,,admin,01/08/2026
HCF-568DP,Haier,FZ,Chest,Active,,admin,01/08/2026
HCF-568DPV2,Haier,FZ,Chest,Active,,admin,01/08/2026
HCF-568M,Haier,FZ,Chest,Active,,admin,01/08/2026
HCF-728C,Haier,FZ,Chest,Active,,admin,01/08/2026
HCF-728DP,Haier,FZ,Chest,Active,,admin,01/08/2026
HCF-728DPV2,Haier,FZ,Chest,Active,,admin,01/08/2026
SD-332D,Haier,FZ,Glass,Active,,admin,01/08/2026
SD-332DP,Haier,FZ,Glass,Active,,admin,01/08/2026
SD-407DP,Haier,FZ,Glass,Active,,admin,01/08/2026
SD-517DP,Haier,FZ,Glass,Active,,admin,01/08/2026
BD-151B,Haier,FZ,Vertical,Active,,admin,01/08/2026
BD-151C,Haier,FZ,Vertical,Active,,admin,01/08/2026
BD-276B,Haier,FZ,Vertical,Active,,admin,01/08/2026
HDV70E1,Haier,WM,Dryer,Active,,admin,01/08/2026
HDV70E1(CB),Haier,WM,Dryer,Active,,admin,01/08/2026
HDV80E1,Haier,WM,Dryer,Active,,admin,01/08/2026
HD100-A357S8,Haier,WM,Dryer,Active,,admin,01/08/2026
HD100-AR959S,Haier,WM,Dryer,Active,,admin,01/08/2026
HD140-AR367S8U1,Haier,WM,Dryer,Active,,admin,01/08/2026
HWD100-BP12357S8,Haier,WM,FL Wash&Dry,Active,,admin,01/08/2026
HWD100-BP14959S8,Haier,WM,FL Wash&Dry,Active,,admin,01/08/2026
HWD100-B14876U1,Haier,WM,FL Wash&Dry,Active,,admin,01/08/2026
HWD130-BP14959S8,Haier,WM,FL Wash&Dry,Active,,admin,01/08/2026
HWD140-BD14LCGNU1,Haier,WM,FL Wash&Dry,Active,,admin,01/08/2026
HWD140-BP14367S8U1,Haier,WM,FL Wash&Dry,Active,,admin,01/08/2026
HWD140-BPD14387GNU1,Haier,WM,FL Wash&Dry,Active,,admin,01/08/2026
HWD150-B1601U1,Haier,WM,FL Wash&Dry,Active,,admin,01/08/2026
HWD150-BP14986ES8U1,Haier,WM,FL Wash&Dry,Active,,admin,01/08/2026
HWD210-BD12LGNU1,Haier,WM,FL Wash&Dry,Active,,admin,01/08/2026
HW80-BP10829(CB),Haier,WM,Front Load,Active,,admin,01/08/2026
HW80-BP12929A,Haier,WM,Front Load,Active,,admin,01/08/2026
HW90-BP12357S8,Haier,WM,Front Load,Active,,admin,01/08/2026
HW90-BP14959,Haier,WM,Front Load,Active,,admin,01/08/2026
HW95-BP14929AS6,Haier,WM,Front Load,Active,,admin,01/08/2026
HW100-BP12357S8,Haier,WM,Front Load,Active,,admin,01/08/2026
HW100-BP14959S6,Haier,WM,Front Load,Active,,admin,01/08/2026
HW105-BP14929AS6,Haier,WM,Front Load,Active,,admin,01/08/2026
HW120-BP12357S8,Haier,WM,Front Load,Active,,admin,01/08/2026
HW120-BP14367S8U1,Haier,WM,Front Load,Active,,admin,01/08/2026
HW120-BP14929AS6,Haier,WM,Front Load,Active,,admin,01/08/2026
HW120-BP14959S6,Haier,WM,Front Load,Active,,admin,01/08/2026
HW140-BD14697WU1,Haier,WM,Front Load,Active,,admin,01/08/2026
HW140-BP14367S8U1,Haier,WM,Front Load,Active,,admin,01/08/2026
HW140-BPD14387GNU1,Haier,WM,Front Load,Active,,admin,01/08/2026
HW150-BP14986ES9,Haier,WM,Front Load,Active,,admin,01/08/2026
HW180-BPD14387GNU1,Haier,WM,Front Load,Active,,admin,01/08/2026
HWM80-316S6,Haier,WM,Top Load,Active,,admin,01/08/2026
HWM100-1701R(CB),Haier,WM,Top Load,Active,,admin,01/08/2026
HWM100-316S6,Haier,WM,Top Load,Active,,admin,01/08/2026
HWM120-1701RS,Haier,WM,Top Load,Active,,admin,01/08/2026
HWM120-316S6,Haier,WM,Top Load,Active,,admin,01/08/2026
HWM130-B1678ES8,Haier,WM,Top Load,Active,,admin,01/08/2026
HWM140-1701D,Haier,WM,Top Load,Active,,admin,01/08/2026
HWM140-1702DS,Haier,WM,Top Load,Active,,admin,01/08/2026
HWM140-1826T,Haier,WM,Top Load,Active,,admin,01/08/2026
HWM150-316S6,Haier,WM,Top Load,Active,,admin,01/08/2026
HWM150-B1678ES8,Haier,WM,Top Load,Active,,admin,01/08/2026
HWM160-1701D,Haier,WM,Top Load,Active,,admin,01/08/2026
HWM160-B2178S8,Haier,WM,Top Load,Active,,admin,01/08/2026
HWM160-B278S6,Haier,WM,Top Load,Active,,admin,01/08/2026
HWM180-B1678S8,Haier,WM,Top Load,Active,,admin,01/08/2026
HWM180-B2178S8,Haier,WM,Top Load,Active,,admin,01/08/2026
HWM180-B278S6,Haier,WM,Top Load,Active,,admin,01/08/2026
HWM200-B1678ES8,Haier,WM,Top Load,Active,,admin,01/08/2026
HWM200-B2158B,Haier,WM,Top Load,Active,,admin,01/08/2026
HWM250-1701D,Haier,WM,Top Load,Active,,admin,01/08/2026
HTW70-1217BS,Haier,WM,Twin Tub,Active,,admin,01/08/2026
HTW90-1217BS,Haier,WM,Twin Tub,Active,,admin,01/08/2026
HWM-T100 OXI,Haier,WM,Twin Tub,Active,,admin,01/08/2026
HTW110-1217BS,Haier,WM,Twin Tub,Active,,admin,01/08/2026
HWM-T120 OXI,Haier,WM,Twin Tub,Active,,admin,01/08/2026
HTW130-1217BS,Haier,WM,Twin Tub,Active,,admin,01/08/2026
HTW150-1217BS,Haier,WM,Twin Tub,Active,,admin,01/08/2026
HWM-T160N2,Haier,WM,Twin Tub,Active,,admin,01/08/2026
HWM-T180N2,Haier,WM,Twin Tub,Active,,admin,01/08/2026
HWM-T200N2,Haier,WM,Twin Tub,Active,,admin,01/08/2026
HRF-MD350 GB,Haier,RF,Multi Dr,Active,,admin,01/08/2026
HRF-MD419M,Haier,RF,Multi Dr,Active,,admin,01/08/2026
HRF-MD456 GB,Haier,RF,Multi Dr,Active,,admin,01/08/2026
HRF-MD469G GB,Haier,RF,Multi Dr,Active,,admin,01/08/2026
HRF-MD469G HPW,Haier,RF,Multi Dr,Active,,admin,01/08/2026
HRF-MD469M MB,Haier,RF,Multi Dr,Active,,admin,01/08/2026
HRF-MD469WG,Haier,RF,Multi Dr,Active,,admin,01/08/2026
HRF-MD529I(MLW)GU1,Haier,RF,Multi Dr,Active,,admin,01/08/2026
HRF-FD529I(MLW)GU1,Haier,RF,Multi Dr,Active,,admin,01/08/2026
HRF-MD539IW(GL)U1,Haier,RF,Multi Dr,Active,,admin,01/08/2026
HRF-MD539GBT,Haier,RF,Multi Dr,Active,,admin,01/08/2026
HRF-MD550GB,Haier,RF,Multi Dr,Active,,admin,01/08/2026
HRF-MD620GB,Haier,RF,Multi Dr,Active,,admin,01/08/2026
HRF-MD758SIBGU1,Haier,RF,Multi Dr,Active,,admin,01/08/2026
HRF-MD679GB,Haier,RF,Multi Dr,Active,,admin,01/08/2026
HRF-SBS490 SV,Haier,RF,SBS,Active,,admin,01/08/2026
RSB59CRFD1OL,Haier,RF,SBS,Active,,admin,01/08/2026
HRF-SBS569MS CB,Haier,RF,SBS,Active,,admin,01/08/2026
HRF-SBS569MS HP,Haier,RF,SBS,Active,,admin,01/08/2026
HRF-SBS636 MS,Haier,RF,SBS,Active,,admin,01/08/2026
HRF-SBS636IW(SLB)U1,Haier,RF,SBS,Active,,admin,01/08/2026
HRF-185MN,Haier,RF,2Dr,Active,,admin,01/08/2026
HRF-209MNI BK,Haier,RF,2Dr,Active,,admin,01/08/2026
HRF-209MNI HPMS,Haier,RF,2Dr,Active,,admin,01/08/2026
HRF-215MN SS,Haier,RF,2Dr,Active,,admin,01/08/2026
HRF-RT205MN NS,Haier,RF,2Dr,Active,,admin,01/08/2026
HRF-239MNI BK,Haier,RF,2Dr,Active,,admin,01/08/2026
HRF-245MN SS,Haier,RF,2Dr,Active,,admin,01/08/2026
HRF-RT235MN NS,Haier,RF,2Dr,Active,,admin,01/08/2026
HRF-240MNI,Haier,RF,2Dr,Active,,admin,01/08/2026
HRF-THM259I,Haier,RF,2Dr,Active,,admin,01/08/2026
HRF-THM25NS,Haier,RF,2Dr,Active,,admin,01/08/2026
HRF-260MGI,Haier,RF,2Dr,Active,,admin,01/08/2026
HRF-285MNI,Haier,RF,2Dr,Active,,admin,01/08/2026
HRF-350MNI BK,Haier,RF,2Dr,Active,,admin,01/08/2026
HRF-320MNI BK,Haier,RF,2Dr,Active,,admin,01/08/2026
HRF-THM42I,Haier,RF,2Dr,Active,,admin,01/08/2026
HRF-THM42N,Haier,RF,2Dr,Active,,admin,01/08/2026
HRF-455MNI,Haier,RF,2Dr,Active,,admin,01/08/2026
HRF-460IMGU1,Haier,RF,2Dr,Active,,admin,01/08/2026
HRF-460MGI,Haier,RF,2Dr,Active,,admin,01/08/2026
HRF-460MNI,Haier,RF,2Dr,Active,,admin,01/08/2026
HRF-490IWMGU1,Haier,RF,2Dr,Active,,admin,01/08/2026
HRF-490MGI,Haier,RF,2Dr,Active,,admin,01/08/2026
HR-SD55,Haier,RF,1Dr,Active,,admin,01/08/2026
HR-SD95,Haier,RF,1Dr,Active,,admin,01/08/2026
HR-ADBX15 CB,Haier,RF,1Dr,Active,,admin,01/08/2026
HR-ADBX15 CS,Haier,RF,1Dr,Active,,admin,01/08/2026
HR-DMBX15 CB,Haier,RF,1Dr,Active,,admin,01/08/2026
HR-DMBX15 CG,Haier,RF,1Dr,Active,,admin,01/08/2026
HR-SD149M MB,Haier,RF,1Dr,Active,,admin,01/08/2026
HR-SD159F BE,Haier,RF,1Dr,Active,,admin,01/08/2026
HR-SD159F CS,Haier,RF,1Dr,Active,,admin,01/08/2026
HR-SD159F HPG,Haier,RF,1Dr,Active,,admin,01/08/2026
HR-DMBX18 CB,Haier,RF,1Dr,Active,,admin,01/08/2026
HR-DMBX18 CS,Haier,RF,1Dr,Active,,admin,01/08/2026
HR-SD189M MB,Haier,RF,1Dr,Active,,admin,01/08/2026
HR-SD199F BE,Haier,RF,1Dr,Active,,admin,01/08/2026
HR-SD199F CS,Haier,RF,1Dr,Active,,admin,01/08/2026
HRF-BM329MI,Haier,RF,BM,Active,,admin,01/08/2026
H65C900UX,Haier,TV,OLED,Active,,admin,01/08/2026
H55M80FUX,Haier,TV,MINI-LED,Active,,admin,01/08/2026
H65M80FUX,Haier,TV,MINI-LED,Active,,admin,01/08/2026
H75M80FUX,Haier,TV,MINI-LED,Active,,admin,01/08/2026
H75M95EUX,Haier,TV,MINI-LED,Active,,admin,01/08/2026
H85M80FUX,Haier,TV,MINI-LED,Active,,admin,01/08/2026
H32S80EFX,Haier,TV,QLED,Active,,admin,01/08/2026
H43S80EUX,Haier,TV,QLED,Active,,admin,01/08/2026
H43S80GUX,Haier,TV,QLED,Active,,admin,01/08/2026
H50S80EUX,Haier,TV,QLED,Active,,admin,01/08/2026
H50S80GUX,Haier,TV,QLED,Active,,admin,01/08/2026
H55K7UG,Haier,TV,QLED,Active,,admin,01/08/2026
H55S80EUX,Haier,TV,QLED,Active,,admin,01/08/2026
H55S80GUX,Haier,TV,QLED,Active,,admin,01/08/2026
H55S900UX,Haier,TV,QLED,Active,,admin,01/08/2026
H55S90EUX,Haier,TV,QLED,Active,,admin,01/08/2026
H65K7UG,Haier,TV,QLED,Active,,admin,01/08/2026
H65S80EUX,Haier,TV,QLED,Active,,admin,01/08/2026
H65S80GUX,Haier,TV,QLED,Active,,admin,01/08/2026
H65S90EUX,Haier,TV,QLED,Active,,admin,01/08/2026
H75K7UG,Haier,TV,QLED,Active,,admin,01/08/2026
H75S800UX,Haier,TV,QLED,Active,,admin,01/08/2026
H75S80GUX,Haier,TV,QLED,Active,,admin,01/08/2026
H75S90EUX,Haier,TV,QLED,Active,,admin,01/08/2026
H85S800UX,Haier,TV,QLED,Active,,admin,01/08/2026
H85S80GUX,Haier,TV,QLED,Active,,admin,01/08/2026
H100S90GUX,Haier,TV,QLED,Active,,admin,01/08/2026
H32K70G,Haier,TV,UHD,Active,,admin,01/08/2026
H43K85FFX,Haier,TV,UHD,Active,,admin,01/08/2026
H50K66UG,Haier,TV,UHD,Active,,admin,01/08/2026
H50K6UG PLUS,Haier,TV,UHD,Active,,admin,01/08/2026
H50K85FUX,Haier,TV,UHD,Active,,admin,01/08/2026
LE50K8000UA,Haier,TV,UHD,Active,,admin,01/08/2026
H55K66UG,Haier,TV,UHD,Active,,admin,01/08/2026
H55K6UG PLUS,Haier,TV,UHD,Active,,admin,01/08/2026
H55K85FUX,Haier,TV,UHD,Active,,admin,01/08/2026
H55K85GUX,Haier,TV,UHD,Active,,admin,01/08/2026
H58K66UG,Haier,TV,UHD,Active,,admin,01/08/2026
H58K67UG,Haier,TV,UHD,Active,,admin,01/08/2026
H65K6UG,Haier,TV,UHD,Active,,admin,01/08/2026
H65K85FUX,Haier,TV,UHD,Active,,admin,01/08/2026
H65K85GUX,Haier,TV,UHD,Active,,admin,01/08/2026
H70D6UG,Haier,TV,UHD,Active,,admin,01/08/2026
H75K85FUX,Haier,TV,UHD,Active,,admin,01/08/2026
H75K85GUX,Haier,TV,UHD,Active,,admin,01/08/2026
32H5F,Haier,TV,FHD,Active,,admin,01/08/2026
H32D6M,Haier,TV,FHD,Active,,admin,01/08/2026
H32F6000,Haier,TV,FHD,Active,,admin,01/08/2026
H32S70GFX,Haier,TV,FHD,Active,,admin,01/08/2026
LE32B9600T,Haier,TV,FHD,Active,,admin,01/08/2026
LE32K6000,Haier,TV,FHD,Active,,admin,01/08/2026
LE39K8000,Haier,TV,FHD,Active,,admin,01/08/2026
LE39K8000A,Haier,TV,FHD,Active,,admin,01/08/2026
H40K6FG PLUS,Haier,TV,FHD,Active,,admin,01/08/2026
H43D5F,Haier,TV,FHD,Active,,admin,01/08/2026
H43K6FG,Haier,TV,FHD,Active,,admin,01/08/2026
H43K6FG PLUS,Haier,TV,FHD,Active,,admin,01/08/2026
H43S70GFX,Haier,TV,FHD,Active,,admin,01/08/2026
H50S70GFX,Haier,TV,FHD,Active,,admin,01/08/2026
H55D6UG,Haier,TV,FHD,Active,,admin,01/08/2026
EI35E(DW),Haier,WH,Digital,Active,,admin,01/08/2026
EI35E-F3CS(TH),Haier,WH,Digital,Active,,admin,01/08/2026
EI35G1(S),Haier,WH,Digital,Active,,admin,01/08/2026
EI35G2(G),Haier,WH,Digital,Active,,admin,01/08/2026
EI35H2(B),Haier,WH,Digital,Active,,admin,01/08/2026
EI45E-F3CS(TH),Haier,WH,Digital,Active,,admin,01/08/2026
EI45E-K5CB(TH),Haier,WH,Digital,Active,,admin,01/08/2026
EI45G2(G),Haier,WH,Digital,Active,,admin,01/08/2026
EI45H2(B),Haier,WH,Digital,Active,,admin,01/08/2026
EI55E-K5CB-RS(TH),Haier,WH,Digital,Active,,admin,01/08/2026
EI60C1(W),Haier,WH,Digital,Active,,admin,01/08/2026
EI60E(DB),Haier,WH,Digital,Active,,admin,01/08/2026
EI60E-PAD5AB(TH),Haier,WH,Digital,Active,,admin,01/08/2026
EI60G2(G),Haier,WH,Digital,Active,,admin,01/08/2026
EI35A1(W),Haier,WH,Manual,Active,,admin,01/08/2026
EI35A2(W),Haier,WH,Manual,Active,,admin,01/08/2026
EI35L1(W),Haier,WH,Manual,Active,,admin,01/08/2026
EI35M(AES),Haier,WH,Manual,Active,,admin,01/08/2026
EI35M-D1W(TH),Haier,WH,Manual,Active,,admin,01/08/2026
EI35M-F1CWB(TH),Haier,WH,Manual,Active,,admin,01/08/2026
EI35M-F1W(TH),Haier,WH,Manual,Active,,admin,01/08/2026
EI35M1(W),Haier,WH,Manual,Active,,admin,01/08/2026
EI45A1(W),Haier,WH,Manual,Active,,admin,01/08/2026
EI45A2(W),Haier,WH,Manual,Active,,admin,01/08/2026
EI45H1(W),Haier,WH,Manual,Active,,admin,01/08/2026
EI45M(AE),Haier,WH,Manual,Active,,admin,01/08/2026
EI45M-B1W(TH),Haier,WH,Manual,Active,,admin,01/08/2026
EI45M-D1W(TH),Haier,WH,Manual,Active,,admin,01/08/2026
EI45M-F1CWB(TH),Haier,WH,Manual,Active,,admin,01/08/2026
EI45M-F1W(TH),Haier,WH,Manual,Active,,admin,01/08/2026
EI45M-J1CW-F(TH),Haier,WH,Manual,Active,,admin,01/08/2026
EI45M1(W),Haier,WH,Manual,Active,,admin,01/08/2026
HDC-BB3A1B-TH,Haier,WH,Water Dispenser,Active,,admin,01/08/2026
HDC-TB3B1W-TH,Haier,WH,Water Dispenser,Active,,admin,01/08/2026
